早就	0
五一	1
教育教学	2
真惨	3
大家好	4
上周	5
调剂	6
放	7
这周	8
两天	9
学校	10
天到	11
天	12
心情	13
一言难尽	14
duck	15
说了	16
周六	17
周天	18
补	19
五一假期	20
课	21
橘子洲	22
头	23
888	24
孤儿	25
没完没了	26
几个	27
妈啊	28
说话	29
这么嚣张	30
上周日	31
攒假	32
上课	33
干脆	34
这还	35
不放	36
学生	37
当成	38
弱势群体	39
本来	40
在学校	41
呆了	42
两周	43
好不容易	44
休息了	45
高中	46
只放	47
三天	48
把我	49
一下子	50
气	51
老师	52
都不	53
休息	54
吃不消	55
政策	56
上了	57
两个月	58
网课	59
效果	60
也能	61
顶	62
一个月	63
平时	64
都是	65
四个月	66
为啥	67
补课	68
草	69
时光	70
琥珀	71
天呐	72
你这个	73
长大	74
很辛苦	75
户口本	76
一页	77
希望你	78
早日	79
和你	80
爸妈	81
团聚	82
有人	83
问起	84
就说	85
没见过	86
拜托	87
初二	88
毕业班	89
有半	90
毛钱	91
关系	92
干啥	93
不行	94
funny	95
mud	96
pee	97
假	98
双休	99
就没	100
区别	101
你还	102
调休	103
我们学校	104
说放	105
早上	106
完课	107
成放	108
下个	109
周日	110
考试	111
下周	112
连着	113
估计	114
号	115
上到	116
16	117
反正	118
历史	119
说她	120
连轴转	121
受不了了	122
想去	123
给你	124
摘	125
星星	126
层主	127
说	128
毕业	129
年级	130
煎	131
饺	132
Vannsa	133
西安	134
教育局	135
做	136
想多	137
事儿	138
长	139
脑子	140
机器	141
咋了	142
打游戏	143
个别人	144
我又	145
凭啥	146
不给	147
放假	148
你就	149
站着说话不腰疼	150
分奴	151
50	152
块	153
你去	154
问问	155
也想	156
默默	157
夜猫	158
开始了	159
惨	160
琉璃	161
檐	162
雪	163
辛苦	164
加油	165
ง	166
•	167
̀	168
_	169
́	170
鹿濯	171
都没	172
怎么处理	173
👀	174
高三	175
前提	176
我已经	177
20	178
多天	179
回家了	180
通知	181
既然如此	182
周末	183
在乎	184
占个	185
学到	186
东西	187
有病	188
孩子	189
调	190
🐴	191
考	192
试上	193
教育	194
等于	195
9986	196
丶	197
梓夕	198
真的	199
难受	200
死了	201
本命	202
不多	203
墙头	204
BAD	205
☹	206
️	207
小六	208
峰	209
调雨顺	210
初三	211
就不能	212
放假了	213
来来来	214
发微博	215
也来	216
敢发	217
回	218
陕西省教育厅	219
榆林	220
这会	221
想	222
骂人	223
弱水三千	224
肖战	225
高新区	226
哭	227
死	228
不到	229
再补	230
没有假期	231
一个班	232
抑郁	233
这就是	234
想要	235
20999	236
说出	237
心声	238
啊啊啊	239
肛	240
鸡婆	241
妈妈桑	242
130	243
别说了	244
礼拜五	245
Palpitator	246
我也是	247
C	248
型	249
工厂	250
运作	251
中	252
放三天假	253
太	254
可怜	255
对不起	256
非	257
不放假	258
发了	259
十二	260
套	261
卷子	262
不好意思	263
坐标	264
但也	265
占用	266
三个	267
当天	268
作业	269
写到	270
凌晨	271
点	272
不算	273
周未	274
一点	275
补到	276
八点	277
时	278
相当于	279
抓紧时间	280
不用	281
自查	282
缺漏	283
的人	284
一周	285
未	286
只能	287
小时	288
吃饭	289
睡觉	290
高一	291
人权	292
劳逸结合	293
保障	294
易易	295
子	296
正解	297
害	298
西安市	299
两副	300
面孔	301
那你	302
前两天	303
让我	304
攒的	305
去哪了	306
给我	307
退休	308
腐南	309
逗逼	310
哈哈哈哈哈哈哈	311
43	312
语文	313
两份	314
数学	315
英语	316
一份	317
芝士	318
焗	319
还白	320
给了	321
夜凉	322
佞	323
辽算	324
辽	325
不和	326
置气	327
提前	328
开学	329
落下	330
加课	331
你打	332
地图炮	333
嘴	334
服了	335
p	336
诶	337
CC	338
菲	339
小茜	340
茜茜	341
爱吃	342
珍珠	343
o	344
使我	345
杜	346
小凡	347
6364142612	348
上街	349
这是什么	350
逻辑	351
在家	352
你能	353
代表	354
你认为	355
上班	356
疫情	357
期间	358
上网	359
牺牲	360
假期	361
再来	362
你觉得	363
同意	364
是吗	365
疑惑	366
是怎么回事	367
要补课	368
情况	369
十一天	370
课的	371
累	372
不出来	373
っ	374
╥	375
╯	376
﹏	377
╰	378
c	379
累了	380
💔	381
快学	382
不动	383
THEPorsche	384
你好	385
北京	386
一家	387
媒体	388
记者	389
采访	390
春季	391
学期	392
压缩	393
导致	394
现象	395
想问	396
我们可以聊聊吗	397
休	398
四天	399
过个	400
节	401
两个	402
只休	403
还得	404
欢欢	405
腿	406
长八	407
厘米	408
你是学生吗	409
家长	410
谢	411
YYYYYYY	412
我没说	413
你没	414
说我	415
妹	416
五年级	417
好吧	418
这假放	419
整	420
没了	421
翻倍	422
过该	423
市教育局	424
tmd	425
操蛋	426
合着	427
好好的	428
五天	429
成	430
第一个	431
厉害	432
隔离	433
核酸	434
检测	435
离谱	436
布置	437
不改	438
硬性规定	439
课占	440
暑假	441
占到	442
月	443
年年	444
寒暑假	445
都比	446
地方	447
少	448
玩意儿	449
该补	450
在这儿	451
搞笑	452
最多	453
各科	454
几科	455
要在	456
考完	457
讲	458
我就	459
长安区	460
我弟	461
5.2	462
5.3	463
元气	464
满满的	465
糯米糍	466
小姐	467
强	468
👍	469
吻	470
安	471
什么东西	472
霸王条款	473
对啊	474
的意义	475
补假	476
都没发	477
搁	478
补啥	479
外地	480
的大	481
姐姐	482
表情	483
同情	484
有病啊	485
东拼西凑	486
假日办	487
专家	488
老年痴呆	489
更好	490
那非	491
看不到	492
小学	493
都要	494
求	495
娃放	496
假吧	497
娃	498
压力	499
好大	500
身体	501
撑不住	502
清明	503
是什么	504
Dorislaa	505
衡水	506
命	507
却有	508
病	509
邱	510
求囚	511
球	512
不把	513
教育部	514
回事儿	515
深海	516
鲸落	517
zz	518
跟着	519
社会上	520
干嘛	521
倒贴	522
笑死	523
我了	524
攒	525
就这么	526
几天	527
我才	528
我不是	529
被遗忘	530
的小	531
傀儡	532
一节课	533
一个半	534
五节课	535
好多	536
线上	537
测试	538
你怎么	539
没上	540
我想	541
能让	542
人歇	543
会吗	544
天天	545
回来	546
八天	547
有多少个	548
公司	549
强制性	550
加班	551
还没有	552
加班费	553
双倍	554
法定节假日	555
时间	556
连上	557
我就是	558
不满意	559
不同意	560
的是	561
一杯	562
冰	563
三分	564
甜	565
芋	566
圆	567
奶茶	568
我们一	569
天课	570
高三学生	571
好说	572
不可以	573
在上	574
更何况	575
有什么	576
你知道	577
小城市	578
有多	579
卑微	580
想不开	581
耐	582
初一	583
一线	584
工作者	585
感觉	586
日子	587
不要太	588
爽	589
在家呆着	590
吃	591
的菜	592
吃零食	593
看电视	594
几个小时	595
那么多	596
抱怨	597
给我们	598
加大	599
国家	600
提倡	601
逼	602
疯	603
